numStages,elapsedTime,executorRunTime,executorCpuTime,peakExecutionMemory,numNodes,numEdges,datasetSize,graphType
6,79562,158747,102121,627,11233,27304359,261.02995204925537,rgg
6,60321,120244,72068,399,9826,17383911,162.08318710327148,rgg
6,43591,84315,53278,289,6182,12546365,115.33046340942383,rgg
6,30718,59496,38390,215,5411,9349172,85.52115249633789,rgg
6,96068,277751,166162,941,10667,40962673,387.40425300598145,rgg
6,36655,70698,44882,225,5259,9801414,89.4976863861084,rgg
6,93590,232486,133309,719,11666,31212410,300.45817279815674,rgg
6,104425,279576,142821,799,10552,34780084,328.1412706375122,rgg
6,109810,363213,169313,942,12456,40886190,398.523476600647,rgg
6,84546,165076,103213,643,9696,28019765,261.11402893066406,rgg
6,39507,77733,48737,250,6283,10874257,100.07176876068115,rgg
6,122833,336875,160361,859,12511,37351271,364.40685272216797,rgg
6,68808,136749,79302,455,9811,19782108,184.4333667755127,rgg
6,126384,361502,184522,939,12012,40871880,395.6049165725708,rgg
6,97446,240264,131306,724,11444,31494863,302.0078868865967,rgg
6,79468,155355,93620,578,9104,25157351,234.14663887023926,rgg
6,35684,68339,44073,230,6981,10009755,92.43001651763916,rgg
6,41763,80399,50491,284,6384,12366800,113.8129825592041,rgg
6,104715,270150,146203,780,11905,33928980,327.90105152130127,rgg
6,110749,286564,136947,787,10326,34249005,321.7352771759033,rgg
6,94196,234105,128420,700,12532,30406403,296.791485786438,rgg
6,127288,486885,224084,1204,12583,52353800,510.9435405731201,rgg
6,26914,51176,32328,180,6518,7798248,71.81619548797607,rgg
6,71894,143804,86056,492,8985,21436013,199.35719394683838,rgg
6,73735,148607,85123,501,10540,21811616,205.71850776672363,rgg
6,26846,50266,32951,172,5067,7476085,68.14632415771484,rgg
6,37285,68504,43847,239,6233,10396176,95.644455909729,rgg
6,75866,152872,95379,521,8532,22670527,210.49397373199463,rgg
6,54118,107726,67978,364,8888,15816999,147.02497959136963,rgg
6,31117,55594,36764,184,5659,7999642,73.2959337234497,rgg
6,64503,127867,73911,442,10584,19234085,181.583101272583,rgg
6,117826,412222,193337,1087,11489,47245579,453.4945125579834,rgg
6,23868,44775,29134,154,5334,6674283,61.02089595794678,rgg
6,40875,79959,48461,271,7254,11761090,108.72802543640137,rgg
6,30818,58775,36963,193,5906,8366928,76.81914615631104,rgg
6,41981,81756,51182,278,5899,12080934,110.80425930023193,rgg
6,98323,198424,110155,630,8775,27425912,254.93012046813965,rgg
6,57576,112738,71627,397,7998,17262017,160.07284355163574,rgg
6,53138,99499,58305,333,7011,14473615,133.64575481414795,rgg
6,114877,310505,150780,809,10537,35213822,332.2072458267212,rgg
6,32863,63932,42582,230,7100,9985547,92.25430393218994,rgg
6,102613,274603,144950,769,11759,33398344,322.11417293548584,rgg
6,134785,521525,234030,1247,12246,54152993,525.9599456787109,rgg
6,59277,116748,72340,415,9270,18075288,168.22761821746826,rgg
6,85349,172872,97136,545,9243,23746206,221.02908611297607,rgg
6,105700,259515,142545,754,9587,32843666,306.01703453063965,rgg
6,120223,409072,184911,981,12801,42631424,417.3103151321411,rgg
6,46099,91693,57889,316,8016,13752294,127.5676155090332,rgg
6,28404,53296,35100,178,7497,7705065,71.71639060974121,sf
6,32481,61717,39986,188,9313,8144300,76.19435787200928,sf
6,24922,46922,31014,144,10567,6199758,58.52014446258545,sf
6,21822,41010,26017,125,10167,5392230,50.54099464416504,sf
6,24608,46270,30815,151,9425,6543847,61.179059982299805,sf
6,26233,49225,32894,158,5440,6863927,63.05378437042236,sf
6,24123,44469,29668,130,6963,5630153,52.25677967071533,sf
6,32381,62064,40744,208,8384,9023158,84.28635883331299,sf
6,53957,107766,67199,349,11112,15147338,143.75024795532227,sf
6,26266,50258,33405,152,5263,6602232,60.56235980987549,sf
6,24159,45909,30543,142,7774,6128381,57.05182933807373,sf
6,34308,65811,44152,211,7359,9136706,84.97390937805176,sf
6,32064,60727,38882,196,6422,8507250,78.59504508972168,sf
