numStages,elapsedTime,executorRunTime,executorCpuTime,peakExecutionMemory,numNodes,numEdges,datasetSize,graphType
20,31677,54095,29684,817,9975,17726487,165.32259559631348,rgg
20,28772,47160,25556,725,7339,15753222,145.70031642913818,rgg
16,45571,84262,40406,882,9854,25556988,238.25618171691895,rgg
20,38071,69416,34418,878,9756,19068043,177.6915407180786,rgg
20,28724,48217,27045,562,8869,16237846,150.95344257354736,rgg
20,53971,100644,44831,1255,11233,27304359,261.02995204925537,rgg
20,35627,64054,29675,801,9826,17383911,162.08318710327148,rgg
16,24677,43006,20081,434,6182,12546365,115.33046340942383,rgg
16,18750,31932,16953,323,5411,9349172,85.52115249633789,rgg
16,58208,162514,60230,1882,10667,40962673,387.40425300598145,rgg
16,18519,32657,17600,225,5259,9801414,89.4976863861084,rgg
16,49216,110657,48988,1436,11666,31212410,300.45817279815674,rgg
16,52970,127279,52146,1599,10552,34780084,328.1412706375122,rgg
20,60834,167512,70008,1881,12456,40886190,398.523476600647,rgg
20,53198,99374,43689,1287,9696,28019765,261.11402893066406,rgg
20,21340,36036,18749,376,6283,10874257,100.07176876068115,rgg
16,58475,153550,56663,1289,12511,37351271,364.40685272216797,rgg
20,35004,63216,31774,683,9811,19782108,184.4333667755127,rgg
20,62264,174117,64765,1879,12012,40871880,395.6049165725708,rgg
16,50523,111904,51092,1449,11444,31494863,302.0078868865967,rgg
16,46635,87214,39184,868,9104,25157351,234.14663887023926,rgg
20,20416,34195,19176,347,6981,10009755,92.43001651763916,rgg
16,25634,41180,20852,427,6384,12366800,113.8129825592041,rgg
16,57204,137649,55728,1171,11905,33928980,327.90105152130127,rgg
16,51205,125445,55390,1574,10326,34249005,321.7352771759033,rgg
20,55423,110584,51192,1050,12532,30406403,296.791485786438,rgg
16,59965,223053,94305,1806,12583,52353800,510.9435405731201,rgg
20,17811,30007,16172,271,6518,7798248,71.81619548797607,rgg
16,43260,73290,33188,740,8985,21436013,199.35719394683838,rgg
20,45854,78357,36001,753,10540,21811616,205.71850776672363,rgg
16,16950,27357,13875,172,5067,7476085,68.14632415771484,rgg
20,22700,38855,20044,359,6233,10396176,95.644455909729,rgg
16,41101,76551,34907,782,8532,22670527,210.49397373199463,rgg
24,32580,58400,26776,547,8888,15816999,147.02497959136963,rgg
16,17860,29292,14537,277,5659,7999642,73.2959337234497,rgg
24,38800,70558,32602,665,10584,19234085,181.583101272583,rgg
16,56632,182068,73794,2172,11489,47245579,453.4945125579834,rgg
20,15604,23216,13492,308,5334,6674283,61.02089595794678,rgg
20,22362,38212,22331,407,7254,11761090,108.72802543640137,rgg
20,18924,31365,16467,290,5906,8366928,76.81914615631104,rgg
16,24578,39785,20074,556,5899,12080934,110.80425930023193,rgg
16,48699,90003,43980,945,8775,27425912,254.93012046813965,rgg
16,32670,58577,26827,596,7998,17262017,160.07284355163574,rgg
16,28268,49905,22676,500,7011,14473615,133.64575481414795,rgg
16,54741,137059,57154,1618,10537,35213822,332.2072458267212,rgg
20,20815,35997,19631,345,7100,9985547,92.25430393218994,rgg
16,51991,122349,50436,1152,11759,33398344,322.11417293548584,rgg
16,61067,230561,87083,1867,12246,54152993,525.9599456787109,rgg
